School_Name,City,City,Current_rank,Overall_last,dummy_1,dummy_2,dummy_3,dummy_4
Saint-Philippe,Grande,Pointe,5.3,n/a,,,,
Silver,Springs,Toronto,5.3,n/a,,,,
St,Anne,Iroquois,Falls,5.3,n/a,,,
St,Antoine,Daniel,Toronto,5.3,n/a,,,
St,Bede,Toronto,5.3,n/a,,,,
St,John,Peterborough,5.3,n/a,,,,
St,John,Fisher,Brampton,5.3,n/a,,,
St,Marguerite,d'Youville,Barrie,5.3,n/a,,,
St,Michael,Ridgetown,5.3,n/a,,,,
St,Michaels,Oakville,5.3,n/a,,,,
St,Patrick's,Caledonia,5.3,n/a,,,,
St.,Basil,Sault,Ste.,Marie,5.3,n/a,,
W,J,Langlois,Windsor,5.3,n/a,,,
Whaley's,Corners,Brampton,5.3,n/a,,,,
Willow,Road,Guelph,5.3,n/a,,,,
Albion,Heights,Toronto,5.2,n/a,,,,
Amherstburg,Amherstburg,5.2,n/a,,,,,
Billy,Green,Stoney,Creek,5.2,n/a,,,
Birds,Creek,Bancroft,5.2,n/a,,,,
Bosanquet,Central,Thedford,5.2,n/a,,,,
Breslau,Breslau,5.2,n/a,,,,,
Brigden,Brigden,5.2,n/a,,,,,
Dr,George,Hall,Little,Britain,5.2,n/a,,
E,J,Sand,Thornhill,5.2,n/a,,,
Edgewood,Toronto,5.2,n/a,,,,,
Edward,Street,St,Thomas,5.2,n/a,,,
Ekcoe,Central,Glencoe,5.2,n/a,,,,
Essex,Essex,5.2,n/a,,,,,
Five,Mile,Thunder,Bay,5.2,n/a,,,
Franco-Supérieur,Thunder,Bay,5.2,n/a,,,,
Golf,Road,Toronto,5.2,n/a,,,,
Harriett,Todd,Orillia,5.2,n/a,,,,
Hickson,Central,Hickson,5.2,n/a,,,,
John,Darling,Kitchener,5.2,n/a,,,,
John,McCrae,Toronto,5.2,n/a,,,,
Kinghurst,Chesley,5.2,n/a,,,,,
Laurelwoods,Orangeville,5.2,n/a,,,,,
Longue,Sault,Long,Sault,5.2,n/a,,,
Lynndale,Heights,Simcoe,5.2,n/a,,,,
Macklin,Toronto,5.2,n/a,,,,,
Mary,Honeywell,Nepean,5.2,n/a,,,,
Our,Lady,of,Fatima,Toronto,5.2,n/a,,
Parry,Sound,Parry,Sound,5.2,n/a,,,
Pineview,Athens,5.2,n/a,,,,,
Prince,Charles,Trenton,5.2,n/a,,,,
Sacred,Heart,Niagara,Falls,5.2,n/a,,,
Sainte-Marie,Chatham,5.2,n/a,,,,,
Salem,Elora,5.2,n/a,,,,,
Sandowne,Waterloo,5.2,n/a,,,,,
Spruce,Glen,Huntsville,5.2,n/a,,,,
St,Agnes,Catholic,Chatham,5.2,n/a,,,
St,Ambrose,Stratford,5.2,n/a,,,,
St,Anthony,London,5.2,n/a,,,,
St,Gabriel,Cambridge,5.2,n/a,,,,
St,John,Bosco,Toronto,5.2,n/a,,,
St,John,the,Evangelist,Whitby,5.2,n/a,,
St,Julia,Mississauga,5.2,n/a,,,,
St,Leonard,Brampton,5.2,n/a,,,,
St,Mary,Mount,Forest,5.2,n/a,,,
St,Patrick,Port,Colborne,5.2,n/a,,,
St,Paul,Kitchener,5.2,n/a,,,,
St,Vincent,de,Paul,Mississauga,5.2,n/a,,
Summerside,Orléans,5.2,n/a,,,,,
Sunset,Park,North,Bay,5.2,n/a,,,
Templemead,Hamilton,5.2,n/a,,,,,
Vimy,Ridge,Ottawa,5.2,n/a,,,,
Vincent,Massey,Bowmanville,5.2,n/a,,,,
Westmount,Kitchener,5.2,n/a,,,,,
Algonquin,Woodstock,5.1,n/a,,,,,
Alliance,North,Bay,5.1,n/a,,,,
Bedford,Stratford,5.1,n/a,,,,,
Bellwood,Whitby,5.1,n/a,,,,,
Blair,Road,Cambridge,5.1,n/a,,,,
Brock,Toronto,5.1,n/a,,,,,
Chalmers,Street,Cambridge,5.1,n/a,,,,
Christ,the,King,Windsor,5.1,n/a,,,
Cobblestone,Paris,5.1,n/a,,,,,
Commonwealth,Brockville,5.1,n/a,,,,,
Cordella,Toronto,5.1,n/a,,,,,
Driftwood,Park,Kitchener,5.1,n/a,,,,
Dunwich-Dutton,Dutton,5.1,n/a,,,,,
Grandview,New,Hamburg,5.1,n/a,,,,
Hagersville,Hagersville,5.1,n/a,,,,,
Holy,Cross,Innisfil,5.1,n/a,,,,
Holy,Cross,Ottawa,5.1,n/a,,,,
Holy,Family,London,5.1,n/a,,,,
Holy,Family,Ottawa,5.1,n/a,,,,
Immaculate,Conception,Cornwall,5.1,n/a,,,,
John,Galt,Guelph,5.1,n/a,,,,
Keatsway,Waterloo,5.1,n/a,,,,,
Laure-Rièse,Toronto,5.1,n/a,,,,,
Leslieville,Toronto,5.1,n/a,,,,,
Meadowview,Addison,5.1,n/a,,,,,
Minto-Clifford,Central,Harriston,5.1,n/a,,,,
Monck,Bracebridge,5.1,n/a,,,,,
Parkinson,Centennial,Orangeville,5.1,n/a,,,,
Perth,Road,Perth,Road,5.1,n/a,,,
Plowman's,Park,Mississauga,5.1,n/a,,,,
Preston,Cambridge,5.1,n/a,,,,,
Queen,Mary,Peterborough,5.1,n/a,,,,
R,Tait,McKenzie,Almonte,5.1,n/a,,,
Romeo,Stratford,5.1,n/a,,,,,
Sacred,Heart,Cornwall,5.1,n/a,,,,
South,Ridge,Tillsonburg,5.1,n/a,,,,
St,Anne,Cambridge,5.1,n/a,,,,
St,Anne,Peterborough,5.1,n/a,,,,
St,Anthony,Toronto,5.1,n/a,,,,
St,Catherine,of,Siena,Barrie,5.1,n/a,,
St,Dunstan,Toronto,5.1,n/a,,,,
St,Helen,Toronto,5.1,n/a,,,,
St,Martin,de,Porres,Toronto,5.1,n/a,,
St,Michael,Cambridge,5.1,n/a,,,,
St,Michael,the,Archangel,Barrie,5.1,n/a,,
St,Michael's,Woodstock,5.1,n/a,,,,
St,Paul,the,Apostle,Coniston,5.1,n/a,,
Suddaby,Kitchener,5.1,n/a,,,,,
Terraview-Willowfield,Toronto,5.1,n/a,,,,,
Tweed,Tweed,5.1,n/a,,,,,
Viscount,Alexander,Ottawa,5.1,n/a,,,,
Willow,Landing,Barrie,5.1,n/a,,,,
Wortley,Road,London,5.1,n/a,,,,
Arthur,Arthur,5,n/a,,,,,
Assiginack,Manitowaning,5,n/a,,,,,
Baltimore,Baltimore,5,n/a,,,,,
Bayview,Midland,5,n/a,,,,,
Bridgeview,Point,Edward,5,n/a,,,,
Cashmere,Avenue,Mississauga,5,n/a,,,,
Cedarbrae,Waterloo,5,n/a,,,,,
Chicopee,Hills,Kitchener,5,n/a,,,,
Dorset,Park,Toronto,5,n/a,,,,
Dr,Ross,Tilley,Bowmanville,5,n/a,,,
Fred,C,Cook,Bradford,5,n/a,,,
George,Webster,Toronto,5,n/a,,,,
Guy,B,Brown,Waterdown,5,n/a,,,
H,M,Robbins,Sault,Ste.,Marie,5,n/a,
Harwood,Toronto,5,n/a,,,,,
Hillcrest,Hamilton,5,n/a,,,,,
Holy,Family,Woodstock,5,n/a,,,,
Holy,Trinity,Sudbury,5,n/a,,,,
La,Pinède,Borden,5,n/a,,,,
Le,Coeur,du,Nord,Kapuskasing,5,n/a,,
Little,Falls,St,Marys,5,n/a,,,
Mary,Fix,Mississauga,5,n/a,,,,
McKenzie-Smith,Bennett,Acton,5,n/a,,,,
Millbrook/South,Cavan,Millbrook,5,n/a,,,,
Monseigneur,Rémi-Gaulin,Kingston,5,n/a,,,,
Morning,Glory,Pefferlaw,5,n/a,,,,
Mount,Carmel,Blytheswood,Leamington,5,n/a,,,
North,Meadows,Strathroy,5,n/a,,,,
Nottawa,Collingwood,5,n/a,,,,,
Our,Lady,of,Fatima,North,Bay,5,n/a,
Queen,Elizabeth,II,Petrolia,5,n/a,,,
R,F,Downey,Peterborough,5,n/a,,,
Rama,Central,Washago,5,n/a,,,,
Robert,Bateman,Ottawa,5,n/a,,,,
Sainte-Marguerite-Bourgeoys,Woodstock,5,n/a,,,,,
South,Branch,Kemptville,5,n/a,,,,
Southridge,Kitchener,5,n/a,,,,,
St,Dominic,Lindsay,5,n/a,,,,
St,Gabriel,Toronto,5,n/a,,,,
St,James,Windsor,5,n/a,,,,
St,John,Garson,5,n/a,,,,
St,Joseph,Guelph,5,n/a,,,,
St,Josephs,Hamilton,5,n/a,,,,
St,Kevin,Toronto,5,n/a,,,,
St,Mary's,Collingwood,5,n/a,,,,
St,Matthew,Toronto,5,n/a,,,,
St,Nicholas,St,Catharines,5,n/a,,,
St,Pio,of,Pietrelcina,Mississauga,5,n/a,,
St,Wilfrid,Toronto,5,n/a,,,,
W,J,Watson,Keswick,5,n/a,,,
Walpole,North,Hagersville,5,n/a,,,,
Worsley,Wasaga,Beach,5,n/a,,,,
Alain-Fortin,Orléans,4.9,n/a,,,,,
Alcona,Glen,Innisfil,4.9,n/a,,,,
Arthur,Ford,London,4.9,n/a,,,,
Assikinack,Barrie,4.9,n/a,,,,,
Brookside,Lucknow,4.9,n/a,,,,,
Caledonia,Centennial,Caledonia,4.9,n/a,,,,
Charles,E,Webster,Toronto,4.9,n/a,,,
Christ,The,King,Cambridge,4.9,n/a,,,
Duffin's,Bay,Ajax,4.9,n/a,,,,
Eagle,Heights,London,4.9,n/a,,,,
Fairmount,Toronto,4.9,n/a,,,,,
Forest,Glade,Windsor,4.9,n/a,,,,
General,Vanier,Fort,Erie,4.9,n/a,,,
George,Vanier,Lively,4.9,n/a,,,,
Georges,Vanier,Belleville,4.9,n/a,,,,
Glengrove,Pickering,4.9,n/a,,,,,
Hepworth,Central,Hepworth,4.9,n/a,,,,
Holy,Cross,Mississauga,4.9,n/a,,,,
Holy,Cross,North,Bay,4.9,n/a,,,
Holy,Name,of,Jesus,Hamilton,4.9,n/a,,
Lions,Oval,Orillia,4.9,n/a,,,,
Monsignor,Morrison,St,Thomas,4.9,n/a,,,
Moosonee,Moosonee,4.9,n/a,,,,,
Nouveau,Regard,-,Pavillon,St-Joseph,Cochrane,4.9,,
Our,Lady,of,Guadalupe,Catholic,Toronto,4.9,n/a,
Our,Lady,of,Lourdes,Hamilton,4.9,n/a,,
Princess,Margaret,Orangeville,4.9,n/a,,,,
Queen,Elizabeth,Oshawa,4.9,n/a,,,,
Regent,Park,Orillia,4.9,n/a,,,,
Riverview,Alternative,Ottawa,4.9,n/a,,,,
Rothwell-Osnabruck,Ingleside,4.9,n/a,,,,,
Sacred,Heart,Rockwood,4.9,n/a,,,,
Sir,William,Stephenson,Whitby,4.9,n/a,,,
Spring,Valley,Brighton,4.9,n/a,,,,
St,Anne,Hanmer,4.9,n/a,,,,
St,Bernard,Toronto,4.9,n/a,,,,
St,Charles,Toronto,4.9,n/a,,,,
St,John,Bosco,Port,Colborne,4.9,n/a,,
St,Jude's,Ingersoll,4.9,n/a,,,,
St,Nicholas,Barrie,4.9,n/a,,,,
St,Theresa,Callander,4.9,n/a,,,,
Tam,O'Shanter,Toronto,4.9,n/a,,,,
Tsi,Snaihne,Akwesasne,4.9,n/a,,,,
Walter,Perry,Toronto,4.9,n/a,,,,
Waverley,Bowmanville,4.9,n/a,,,,,
Wilberforce,Lucan,4.9,n/a,,,,,
Arklan,Community,Carleton,Place,4.8,n/a,,,
Branlyn,Brantford,4.8,n/a,,,,,
Carleton,Village,Toronto,4.8,n/a,,,,
Central,Renfrew,4.8,n/a,,,,,
Christ,the,King,Catholic,Wallaceburg,4.8,n/a,,
de,la,Découverte,Val,Caron,4.8,n/a,,
Elmbank,Toronto,4.8,n/a,,,,,
Emma,King,Barrie,4.8,n/a,,,,
Fairport,Beach,Pickering,4.8,n/a,,,,
Father,F,X,O'Reilly,Tottenham,4.8,n/a,,
Georges,P,Vanier,Windsor,4.8,n/a,,,
Golden,Balmertown,4.8,n/a,,,,,
Greenholme,Toronto,4.8,n/a,,,,,
Hanover,Heights,Hanover,4.8,n/a,,,,
Harrow,Harrow,4.8,n/a,,,,,
Huntington,Park,Hamilton,4.8,n/a,,,,
Iroquois,Iroquois,4.8,n/a,,,,,
Lisgar,Hamilton,4.8,n/a,,,,,
Lockes,St,Thomas,4.8,n/a,,,,
Maison,Montessori,Toronto,4.8,n/a,,,,
Marchmont,Orillia,4.8,n/a,,,,,
New,Lowell,Central,New,Lowell,4.8,n/a,,
Pine,River,Angus,4.8,n/a,,,,
Plattsville,Plattsville,4.8,n/a,,,,,
Prince,Charles,Newmarket,4.8,n/a,,,,
Rolling,Meadows,Burlington,4.8,n/a,,,,
Sacred,Heart,Batawa,4.8,n/a,,,,
St,Andrew,Toronto,4.8,n/a,,,,
St,Ann's,Hamilton,4.8,n/a,,,,
St,Elizabeth,Ottawa,4.8,n/a,,,,
St,Gerard,Mississauga,4.8,n/a,,,,
St,Joseph's,Port,Elgin,4.8,n/a,,,
St,Jude,Toronto,4.8,n/a,,,,
St,Michael's,Cobourg,4.8,n/a,,,,
St.,Pius,X,Brantford,4.8,n/a,,,
Tecumseth,Beeton,Beeton,4.8,n/a,,,,
Tottenham,Tottenham,4.8,n/a,,,,,
Trille,des,bois,Ottawa,4.8,n/a,,,
W,Sherwood,Fox,London,4.8,n/a,,,
Alexander,Stirling,Toronto,4.7,n/a,,,,
Ashley,Oaks,London,4.7,n/a,,,,
Blake,Street,Toronto,4.7,n/a,,,,
Church,Street,Toronto,4.7,n/a,,,,
Churchill,Sudbury,4.7,n/a,,,,,
Diamond,Trail,Welland,4.7,n/a,,,,
E,T,Carmichael,North,Bay,4.7,n/a,,
Echo,Bay,Central,Echo,Bay,4.7,n/a,,
Elma,Township,Atwood,4.7,n/a,,,,
Fallingbrook,Ottawa,4.7,n/a,,,,,
Father,Joseph,Venini,Oshawa,4.7,n/a,,,
Ganaraska,Trail,Port,Hope,4.7,n/a,,,
H,A,Halbert,Toronto,4.7,n/a,,,
Hillcrest,Owen,Sound,4.7,n/a,,,,
Holy,Family,Hanover,4.7,n/a,,,,
Holy,Rosary,Belleville,4.7,n/a,,,,
Holy,Trinity,Sarnia,4.7,n/a,,,,
Immaculate,Conception,Windsor,4.7,n/a,,,,
J,W,Walker,Fort,Frances,4.7,n/a,,
Jarvis,Jarvis,4.7,n/a,,,,,
John,M,James,Bowmanville,4.7,n/a,,,
John,Mahood,Elmira,4.7,n/a,,,,
Lake,Avenue,Stoney,Creek,4.7,n/a,,,
Mary,Wright,Strathroy,4.7,n/a,,,,
Meadowlane,Kitchener,4.7,n/a,,,,,
Notre-Dame,Hanmer,4.7,n/a,,,,,
Orono,Orono,4.7,n/a,,,,,
Our,Lady,of,Charity,Thunder,Bay,4.7,n/a,
Sacred,Heart,Hamilton,4.7,n/a,,,,
Sacred,Heart,Midland,4.7,n/a,,,,
Saint-Edmond,Windsor,4.7,n/a,,,,,
Sophiasburgh,Central,Picton,4.7,n/a,,,,
St,Alfred,Mississauga,4.7,n/a,,,,
St,Aloysius,Stratford,4.7,n/a,,,,
St,Alphonsus,Toronto,4.7,n/a,,,,
St,Anne's,London,4.7,n/a,,,,
St,Anthony,Harrow,4.7,n/a,,,,
St,Bernadette,Barrie,4.7,n/a,,,,
St,Bruno,Catholic,Toronto,4.7,n/a,,,
St,Elizabeth,Thunder,Bay,4.7,n/a,,,
St,Francis,London,4.7,n/a,,,,
St,John,Guelph,4.7,n/a,,,,
St,Martha,Toronto,4.7,n/a,,,,
St,Patrick's,Hamilton,4.7,n/a,,,,
St.,André,Bessette,Brampton,4.7,n/a,,,
Straffordville,Straffordville,4.7,n/a,,,,,
Summers',Corners,Aylmer,4.7,n/a,,,,
Tecumseh,Chatham,4.7,n/a,,,,,
Tosorontio,Central,Everett,4.7,n/a,,,,
André-Cary,Kapuskasing,4.6,n/a,,,,,
Angus,Morrison,Angus,4.6,n/a,,,,
Boyne,River,Alliston,4.6,n/a,,,,
Burnham,Cobourg,4.6,n/a,,,,,
Caledon,Central,Caledon,Village,4.6,n/a,,,
Cedarland,Brantford,4.6,n/a,,,,,
Chief,Dan,George,Toronto,4.6,n/a,,,
Christ,the,King,Brantford,4.6,n/a,,,
Dr,F,J,McDonald,Ottawa,4.6,n/a,,
Elgin,Court,St,Thomas,4.6,n/a,,,
Fairbank,Toronto,4.6,n/a,,,,,
Green,Acres,Stoney,Creek,4.6,n/a,,,
Grey,Owl,Toronto,4.6,n/a,,,,
Harold,Longworth,Bowmanville,4.6,n/a,,,,
Helen,Detwiler,Hamilton,4.6,n/a,,,,
Highview,Pembroke,4.6,n/a,,,,,
Hillcrest,Barrie,4.6,n/a,,,,,
Hillside,Mississauga,4.6,n/a,,,,,
Holbrook,Hamilton,4.6,n/a,,,,,
Hugh,Beaton,Windsor,4.6,n/a,,,,
Jersey,Keswick,4.6,n/a,,,,,
John,N,Given,Chatham,4.6,n/a,,,
Kent,Campbellford,4.6,n/a,,,,,
Langton,Langton,4.6,n/a,,,,,
Laurie,Hawkins,Ingersoll,4.6,n/a,,,,
Maynard,Prescott,4.6,n/a,,,,,
Our,Lady,of,Victory,Fort,Erie,4.6,n/a,
Pauline,Vanier,Brampton,4.6,n/a,,,,
Prince,of,Wales,Hamilton,4.6,n/a,,,
Prince,of,Wales,Peterborough,4.6,n/a,,,
Rockland,Rockland,4.6,n/a,,,,,
St,Daniel's,Hamilton,4.6,n/a,,,,
St,Francis,de,Sales,Toronto,4.6,n/a,,
St,Mary,Toronto,4.6,n/a,,,,
St,Thomas,Aquinas,Oshawa,4.6,n/a,,,
St.,Anthony's,Port,Hope,4.6,n/a,,,
Ste-Marguerite-d'Youville,Verner,4.6,n/a,,,,,
Tilbury,Area,Tilbury,4.6,n/a,,,,
Trillium,Kitchener,4.6,n/a,,,,,
Walpole,Island,Wallaceburg,4.6,n/a,,,,
Wilson,Avenue,Kitchener,4.6,n/a,,,,
Woodman-Cainsville,Brantford,4.6,n/a,,,,,
Andrew,Hunter,Barrie,4.5,n/a,,,,
Anna,McCrea,Sault,Ste.,Marie,4.5,n/a,,
Burleigh,Hill,St,Catharines,4.5,n/a,,,
catholique,Sainte-Anne,Ottawa,4.5,n/a,,,,
Centennial,Cambridge,4.5,n/a,,,,,
Chedoke,Hamilton,4.5,n/a,,,,,
General,Crerar,Toronto,4.5,n/a,,,,
Gledhill,Toronto,4.5,n/a,,,,,
Golden,Avenue,South,Porcupine,4.5,n/a,,,
Good,Shepherd,Gloucester,4.5,n/a,,,,
Guardian,Angels,Brampton,4.5,n/a,,,,
Hamlet,Stratford,4.5,n/a,,,,,
J,A,McWilliam,Windsor,4.5,n/a,,,
Kakabeka,Falls,District,Kakabeka,Falls,4.5,n/a,,
Keppel-Sarawak,Owen,Sound,4.5,n/a,,,,
Metcalfe,Metcalfe,4.5,n/a,,,,,
Mount,Hope,Mount,Hope,4.5,n/a,,,
Norwood,Norwood,4.5,n/a,,,,,
Nottawasaga,and,Creemore,Creemore,4.5,n/a,,,
Pauline,Johnson,Hamilton,4.5,n/a,,,,
Pauline,Johnson,Toronto,4.5,n/a,,,,
Princess,Elizabeth,London,4.5,n/a,,,,
Sacred,Heart,Toronto,4.5,n/a,,,,
Saint-Dominique,Sudbury,4.5,n/a,,,,,
Saint-Joseph,Port,Colborne,4.5,n/a,,,,
Sawmill,Creek,Gloucester,4.5,n/a,,,,
Silver,Birches,North,Bay,4.5,n/a,,,
Spruce,Ridge,Durham,4.5,n/a,,,,
St,Andrew,Welland,4.5,n/a,,,,
St,Angela,Windsor,4.5,n/a,,,,
St,Anne,Blenheim,4.5,n/a,,,,
St,Antoine,Daniel,Victoria,Harbour,4.5,n/a,,
St,Brigid,Ottawa,4.5,n/a,,,,
St,Joseph,Oshawa,4.5,n/a,,,,
St,Peter,Orangeville,4.5,n/a,,,,
St.,Matthew,Sarnia,4.5,n/a,,,,
Storrington,Battersea,4.5,n/a,,,,,
Victoria,Terrace,Fergus,4.5,n/a,,,,
Bertha,Shaw,South,Porcupine,4.4,n/a,,,
Clearview,Meadows,Stayner,4.4,n/a,,,,
Cyril,Varney,Sudbury,4.4,n/a,,,,
Emily,C,General,Ohsweken,4.4,n/a,,,
Englehart,Englehart,4.4,n/a,,,,,
Fairview,Avenue,Dunnville,4.4,n/a,,,,
Greenwood,Sault,Ste.,Marie,4.4,n/a,,,
Harris,Heights,Ingersoll,4.4,n/a,,,,
J,R,Wilcox,Toronto,4.4,n/a,,,
Kings,Road,Burlington,4.4,n/a,,,,
Linwood,Linwood,4.4,n/a,,,,,
London,Road,Sarnia,4.4,n/a,,,,
Lucy,Maud,Montgomery,Toronto,4.4,n/a,,,
Lynngate,Toronto,4.4,n/a,,,,,
Madoc,Madoc,4.4,n/a,,,,,
Mitchell,Woods,Guelph,4.4,n/a,,,,
Monsignor,Haller,Kitchener,4.4,n/a,,,,
North,Woods,Ethel,4.4,n/a,,,,
Palmerston,Palmerston,4.4,n/a,,,,,
Pleasant,Corners,Vankleek,Hill,4.4,n/a,,,
Redwood,Acres,Hanmer,4.4,n/a,,,,
Roger,Neilson,Peterborough,4.4,n/a,,,,
Roseneath,Centennial,Roseneath,4.4,n/a,,,,
St,Anthony,Brampton,4.4,n/a,,,,
St,Anthony's,Chalk,River,4.4,n/a,,,
St,Bernard,Windsor,4.4,n/a,,,,
St,Catherine,Toronto,4.4,n/a,,,,
St,Sebastian,London,4.4,n/a,,,,
St,Theresa,Whitby,4.4,n/a,,,,
Steele,Street,Barrie,4.4,n/a,,,,
St-Joseph,Penetanguishene,4.4,n/a,,,,,
Blessed,Trinity,Toronto,4.3,n/a,,,,
Brant,Avenue,Guelph,4.3,n/a,,,,
Buchanan,Park,Hamilton,4.3,n/a,,,,
Byng,Stayner,4.3,n/a,,,,,
Claude,E,Garton,Thunder,Bay,4.3,n/a,,
Essex,Toronto,4.3,n/a,,,,,
Fairwood,Keswick,4.3,n/a,,,,,
General,Brock,Toronto,4.3,n/a,,,,
Heritage,Navan,4.3,n/a,,,,,
Lake,Simcoe,Keswick,4.3,n/a,,,,
Macphail,Memorial,Flesherton,4.3,n/a,,,,
Madoc,Township,Madoc,4.3,n/a,,,,
Maple,Leaf,Newmarket,4.3,n/a,,,,
Maple,Wood,Mississauga,4.3,n/a,,,,
Montague,Smiths,Falls,4.3,n/a,,,,
New,Liskeard,New,Liskeard,4.3,n/a,,,
North,Ward,Paris,4.3,n/a,,,,
Parkland,Sault,Ste.,Marie,4.3,n/a,,,
Queen,Elizabeth,II,Chatham,4.3,n/a,,,
Rawlinson,Toronto,4.3,n/a,,,,,
Ridgeview,Moravian,Ridgetown,4.3,n/a,,,,
Sainte-Trinité,Rockland,4.3,n/a,,,,,
Saint-Thomas-D'Aquin,Astorville,4.3,n/a,,,,,
St,Anne,Brampton,4.3,n/a,,,,
St,David,Sudbury,4.3,n/a,,,,
St,Gerald,Toronto,4.3,n/a,,,,
St,Nicholas,of,Bari,Toronto,4.3,n/a,,
St,Vincent,Thunder,Bay,4.3,n/a,,,
St.,Anne's,St,Thomas,4.3,n/a,,,
Valleyview,Kenora,4.3,n/a,,,,,
Viscount,Montgomery,Hamilton,4.3,n/a,,,,
W,Earle,Miller,Timmins,4.3,n/a,,,
West,Lynn,Simcoe,4.3,n/a,,,,
Winston,Churchill,Chatham,4.3,n/a,,,,
Beau,Valley,Oshawa,4.2,n/a,,,,
Chelmsford,Chelmsford,4.2,n/a,,,,,
Dixon,Grove,Toronto,4.2,n/a,,,,
Dovercourt,Toronto,4.2,n/a,,,,,
East,Lambton,Watford,4.2,n/a,,,,
East,View,Sault,Ste.,Marie,4.2,n/a,,
Evergreen,Kenora,4.2,n/a,,,,,
Harwich-Raleigh,Blenheim,4.2,n/a,,,,,
Héritage,North,Bay,4.2,n/a,,,,
Isabel,Fletcher,Sault,Ste.,Marie,4.2,n/a,,
June,Avenue,Guelph,4.2,n/a,,,,
Kane,Toronto,4.2,n/a,,,,,
King,Edward,Toronto,4.2,n/a,,,,
Macaulay,Bracebridge,4.2,n/a,,,,,
Oakwood,Port,Colborne,4.2,n/a,,,,
Osprey,Central,Maxwell,4.2,n/a,,,,
Our,Lady,of,Fatima,Belleville,4.2,n/a,,
Paris,Central,Paris,4.2,n/a,,,,
Prince,Edward,Windsor,4.2,n/a,,,,
Queen,Victoria,Lindsay,4.2,n/a,,,,
St,James,Toronto,4.2,n/a,,,,
St,John,Brebeuf,Erin,4.2,n/a,,,
St,Jude,Thunder,Bay,4.2,n/a,,,
St,Patrick's,Atikokan,4.2,n/a,,,,
St,Peter,Guelph,4.2,n/a,,,,
St,Vincent,de,Paul,Strathroy,4.2,n/a,,
Teeterville,Teeterville,4.2,n/a,,,,,
Walkerton,District,Walkerton,4.2,n/a,,,,
Arch,Street,Ottawa,4.1,n/a,,,,
Archie,Stouffer,Minden,4.1,n/a,,,,
Assumption,Aylmer,4.1,n/a,,,,,
Birchview,Dunes,Wasaga,Beach,4.1,n/a,,,
Canadian,Martyrs,Penetanguishene,4.1,n/a,,,,
Copper,Cliff,Copper,Cliff,4.1,n/a,,,
D'Arcy,McGee,Toronto,4.1,n/a,,,,
Delhi,Delhi,4.1,n/a,,,,,
Dr,H,D,Taylor,Windsor,4.1,n/a,,
Elgin,Avenue,Simcoe,4.1,n/a,,,,
Fairfield,Amherstview,4.1,n/a,,,,,
Forest,Hill,Kitchener,4.1,n/a,,,,
Gravenhurst,Gravenhurst,4.1,n/a,,,,,
Grenoble,Toronto,4.1,n/a,,,,,
Highview,Hamilton,4.1,n/a,,,,,
King,Edward,Windsor,4.1,n/a,,,,
Land,O,Lakes,Mountain,Grove,4.1,n/a,,
Land,of,Lakes,Burk's,Falls,4.1,n/a,,
Princess,Anne,Sudbury,4.1,n/a,,,,
Ridgemount,Hamilton,4.1,n/a,,,,,
Sacred,Heart,Espanola,4.1,n/a,,,,
Saint,Mary's,Huntsville,4.1,n/a,,,,
St,Angela,Toronto,4.1,n/a,,,,
St,Augustine,Welland,4.1,n/a,,,,
St,Francis,of,Assisi,Innisfil,4.1,n/a,,
St,Mary,Brampton,4.1,n/a,,,,
St,Peter,Trenton,4.1,n/a,,,,
Victoria,Harbour,Victoria,Harbour,4.1,n/a,,,
Westwood,Guelph,4.1,n/a,,,,,
York,Street,Ottawa,4.1,n/a,,,,
Bobby,Orr,Oshawa,4,n/a,,,,
Boston,Waterford,4,n/a,,,,,
Cedar,Drive,Toronto,4,n/a,,,,
Corvette,Toronto,4,n/a,,,,,
D,M,Sutherland,Woodstock,4,n/a,,,
Gateway,Drive,Guelph,4,n/a,,,,
Havelock-Belmont,Havelock,4,n/a,,,,,
Hess,Street,Hamilton,4,n/a,,,,
Holy,Cross,Brantford,4,n/a,,,,
Howard,Robertson,Kitchener,4,n/a,,,,
Huron,Park,Midland,4,n/a,,,,
Maple,Grove,Barrie,4,n/a,,,,
Military,Trail,Toronto,4,n/a,,,,
Nicholas,Wilson,London,4,n/a,,,,
Nobel,Nobel,4,n/a,,,,,
Notre-Dame-de-la-Jeunesse,Niagara,Falls,4,n/a,,,,
Our,Lady,of,Lourdes,Elmvale,4,n/a,,
Portage,Trail,Toronto,4,n/a,,,,
Rainham,Central,Fisherville,4,n/a,,,,
St,Barbara,Toronto,4,n/a,,,,
St,Christopher,St,Catharines,4,n/a,,,
St,Mary,Trenton,4,n/a,,,,
St,Mary's,West,Lorne,4,n/a,,,
St,Patrick,Peterborough,4,n/a,,,,
Thompson,Creek,Dunnville,4,n/a,,,,
Warden,Avenue,Toronto,4,n/a,,,,
Willow,Park,Toronto,4,n/a,,,,
Woodland,Heights,London,4,n/a,,,,
A,A,Wright,Wallaceburg,3.9,n/a,,,
Aberdeen,London,3.9,n/a,,,,,
Brant,Hills,Burlington,3.9,n/a,,,,
Bridgewood,Cornwall,3.9,n/a,,,,,
Colonel,Cameron,Corunna,3.9,n/a,,,,
Couchiching,Heights,Orillia,3.9,n/a,,,,
Deer,Park,Keswick,3.9,n/a,,,,
